,티커,종목명
2298,263750,펄어비스
2299,251970,펌텍코리아
2300,001020,페이퍼코리아
2301,327610,펨토바이오메드
2302,087010,펩트론
2303,090080,평화산업
2304,010770,평화홀딩스
2305,119500,포메탈
2306,389140,포바이포
2307,022100,포스코 ICT
2308,058430,포스코스틸리온
2309,009520,포스코엠텍
2310,047050,포스코인터내셔널
2311,003670,포스코케미칼
2312,189690,포시에스
2313,318020,포인트모바일
2314,256630,포인트엔지니어링
2315,331380,포커스에이치엔에스
2316,234100,폴라리스세원
2317,041020,폴라리스오피스
2318,114630,폴라리스우노
2319,290720,푸드나무
2320,005670,푸드웰
2321,094940,푸른기술
2322,007330,푸른저축은행
2323,017810,풀무원
2324,093380,풍강
2325,023900,풍국주정
2326,103140,풍산
2327,005810,풍산홀딩스
2328,371950,풍원정밀
2329,370090,퓨런티어
2330,341170,퓨쳐메디신
2331,220100,퓨쳐켐
2332,035200,프럼파스트
2333,334970,프레스티지바이오로직스
2334,950210,프레스티지바이오파마
2335,203690,프로스테믹스
2336,321260,프로이천
2337,303360,프로테옴텍
2338,053610,프로텍
2339,377220,프롬바이오
2340,335810,프리시젼바이오
2341,053160,프리엠스
2342,041590,플래스크
2343,367000,플래티어
2344,075130,플랜티넷
2345,222670,플럼라인생명과학
2346,009810,플레이그램
2347,237820,플레이디
2348,023770,플레이위드
2349,300080,플리토
2350,150440,피노텍
2351,032580,피델릭스
2352,051380,피씨디렉트
2353,241820,피씨엘
2354,237750,피앤씨테크
2355,024850,피에스엠씨
2356,319660,피에스케이
2357,031980,피에스케이홀딩스
2358,002230,피에스텍
2359,057880,피에이치씨
2360,043370,피에이치에이
2361,242350,피엔아이컴퍼니
2362,239890,피엔에이치테크
2363,347740,피엔케이피부임상연구센타
2364,137400,피엔티
2365,128660,피제이메탈
2366,006140,피제이전자
2367,376180,피코그램
2368,304840,피플바이오
2369,062970,피피아이
2370,087600,픽셀플러스
2371,161580,필옵틱스
2372,347770,핌스
2373,163730,핑거
2374,332710,하나금융14호스팩
2375,341160,하나금융15호스팩
2376,343510,하나금융16호스팩
2377,388220,하나금융19호스팩
2378,400560,하나금융20호스팩
2379,406760,하나금융21호스팩
2380,418170,하나금융22호스팩
2381,086790,하나금융지주
2382,299030,하나기술
2383,067310,하나마이크론
2384,372290,하나머스트7호스팩
2385,166090,하나머티리얼즈
2386,293480,하나제약
2387,039130,하나투어
2388,136480,하림
2389,003380,하림지주
2390,365590,하이딥
2391,149980,하이로닉
2392,013030,하이록코리아
2393,352820,하이브
2394,126700,하이비젼시스템
2395,106080,하이소닉
2396,071090,하이스틸
2397,377400,하이제6호스팩
2398,400840,하이제7호스팩
2399,221840,하이즈항공
2400,106190,하이텍팜
2401,019490,하이트론
2402,000080,하이트진로
2403,000087,하이트진로2우B
2404,000140,하이트진로홀딩스
2405,000145,하이트진로홀딩스우
2406,373200,하인크코리아
2407,066130,하츠
2408,152550,한국ANKOR유전
2409,004590,한국가구
2410,036460,한국가스공사
2411,039340,한국경제TV
2412,005430,한국공항
2413,071050,한국금융지주
2414,071055,한국금융지주우
2415,034950,한국기업평가
2416,010040,한국내화
2417,025540,한국단자
2418,222980,한국맥널티
2419,331660,한국미라클피플사
2420,256840,한국비엔씨
2421,004090,한국석유
2422,025550,한국선재
2423,002200,한국수출포장
2424,002960,한국쉘석유
2425,017890,한국알콜
2426,000240,한국앤컴퍼니
2427,080720,한국유니온제약
2428,123890,한국자산신탁
2429,015760,한국전력
2430,063570,한국전자금융
2431,041460,한국전자인증
2432,006200,한국전자홀딩스
2433,101680,한국정밀기계
2434,039740,한국정보공학
2435,053300,한국정보인증
2436,025770,한국정보통신
2437,409570,한국제10호스팩
2438,009540,한국조선해양
2439,023350,한국종합기술
2440,025890,한국주강
2441,000970,한국주철관
2442,104700,한국철강
2443,017960,한국카본
2444,023760,한국캐피탈
2445,054040,한국컴퓨터
2446,050540,한국코퍼레이션
2447,161890,한국콜마
2448,024720,한국콜마홀딩스
2449,021650,한국큐빅
2450,161390,한국타이어앤테크놀로지
2451,053590,한국테크놀로지
2452,034830,한국토지신탁
2453,007280,한국특강
2454,032300,한국파마
2455,168490,한국패러랠
2456,037230,한국팩키지
2457,010100,한국프랜지
2458,047810,한국항공우주
2459,123690,한국화장품
2460,003350,한국화장품제조
2461,030520,한글과컴퓨터
2462,052600,한네트
2463,011500,한농화성
2464,002390,한독
2465,256150,한독크린텍
2466,014790,한라
2467,092460,한라IMS
2468,060980,한라홀딩스
2469,053690,한미글로벌
2470,042700,한미반도체
2471,008930,한미사이언스
2472,128940,한미약품
2473,047080,한빛소프트
2474,009240,한샘
2475,020000,한섬
2476,003680,한성기업
2477,105630,한세실업
2478,069640,한세엠케이
2479,016450,한세예스24홀딩스
2480,010420,한솔PNS
2481,009180,한솔로지스틱스
2482,070590,한솔인티큐브
2483,213500,한솔제지
2484,014680,한솔케미칼
2485,004710,한솔테크닉스
2486,004150,한솔홀딩스
2487,025750,한솔홈데코
2488,226440,한송네오텍
2489,042520,한스바이오메드
2490,004960,한신공영
2491,011700,한신기계
2492,078350,한양디지텍
2493,045100,한양이엔지
2494,001750,한양증권
2495,001755,한양증권우
2496,018880,한온시스템
2497,009420,한올바이오파마
2498,014130,한익스프레스
2499,046110,한일네트웍스
2500,024740,한일단조
2501,005860,한일사료
2502,300720,한일시멘트
2503,123840,한일진공
2504,002220,한일철강
2505,006390,한일현대시멘트
2506,003300,한일홀딩스
2507,007770,한일화학
2508,051600,한전KPS
2509,052690,한전기술
2510,130660,한전산업
2511,107640,한중엔시에스
2512,002320,한진
2513,003480,한진중공업홀딩스
2514,180640,한진칼
2515,18064K,한진칼우
2516,005110,한창
2517,043090,한창바이오텍
2518,079170,한창산업
2519,009460,한창제지
2520,372910,한컴라이프케어
2521,054920,한컴위드
2522,002680,한탑
2523,000880,한화
2524,00088K,한화3우B
2525,088350,한화생명
2526,000370,한화손해보험
2527,009830,한화솔루션
2528,009835,한화솔루션우
2529,272210,한화시스템
2530,012450,한화에어로스페이스
2531,000885,한화우
2532,003530,한화투자증권
2533,003535,한화투자증권우
2534,386580,한화플러스제2호스팩
2535,195870,해성디에스
2536,034810,해성산업
2537,03481K,해성산업1우
2538,076610,해성옵틱스
2539,059270,해성티피씨
2540,101530,해태제과식품
2541,220180,핸디소프트
2542,143210,핸즈코퍼레이션
2543,900270,헝셩그룹
2544,214180,헥토이노베이션
2545,234340,헥토파이낸셜
2546,084990,헬릭스미스
2547,000720,현대건설
2548,267270,현대건설기계
2549,000725,현대건설우
2550,170030,현대공업
2551,005440,현대그린푸드
2552,086280,현대글로비스
2553,042670,현대두산인프라코어
2554,064350,현대로템
2555,079430,현대리바트
2556,012330,현대모비스
2557,319400,현대무벡스
2558,010620,현대미포조선
2559,048410,현대바이오
2560,052260,현대바이오랜드
2561,069960,현대백화점
2562,004560,현대비앤지스틸
2563,004565,현대비앤지스틸우
2564,004310,현대약품
2565,322000,현대에너지솔루션
2566,041440,현대에버다임
2567,039010,현대에이치티
2568,017800,현대엘리베이
2569,307950,현대오토에버
2570,011210,현대위아
2571,090850,현대이지웰
2572,267260,현대일렉트릭
2573,004020,현대제철
2574,329180,현대중공업
2575,005380,현대차
2576,005387,현대차2우B
2577,005389,현대차3우B
2578,005385,현대차우
2579,001500,현대차증권
2580,011760,현대코퍼레이션
2581,227840,현대코퍼레이션홀딩스
2582,126560,현대퓨처넷
2583,001450,현대해상
2584,057050,현대홈쇼핑
2585,092300,현우산업
2586,138360,협진
2587,011080,형지I&C
2588,093240,형지엘리트
2589,003010,혜인
2590,111110,호전실업
2591,008770,호텔신라
2592,008775,호텔신라우
2593,060560,홈센타홀딩스
2594,064240,홈캐스트
2595,039610,화성밸브
2596,002460,화성산업
2597,378850,화승알앤에이
2598,241590,화승엔터프라이즈
2599,006060,화승인더
2600,013520,화승코퍼레이션
2601,010690,화신
2602,126640,화신정공
2603,133820,화인베스틸
2604,061250,화일약품
2605,010660,화천기계
2606,000850,화천기공
2607,016580,환인제약
2608,032560,황금에스티
2609,004800,효성
2610,094280,효성ITX
2611,097870,효성오앤비
2612,298040,효성중공업
2613,298050,효성첨단소재
2614,298020,효성티앤씨
2615,298000,효성화학
2616,093370,후성
2617,081660,휠라홀딩스
2618,290270,휴네시온
2619,005870,휴니드
2620,353190,휴럼
2621,090710,휴림로봇
2622,205470,휴마시스
2623,115160,휴맥스
2624,028080,휴맥스홀딩스
2625,032860,휴먼엔
2626,200670,휴메딕스
2627,212310,휴벡셀
2628,079980,휴비스
2629,065510,휴비츠
2630,215090,휴센텍
2631,005010,휴스틸
2632,263920,휴엠앤씨
2633,243070,휴온스
2634,084110,휴온스글로벌
2635,145020,휴젤
2636,024060,흥구석유
2637,010240,흥국
2638,189980,흥국에프엔비
2639,000540,흥국화재
2640,000547,흥국화재2우B
2641,000545,흥국화재우
2642,003280,흥아해운
2643,037440,희림
2644,238490,힘스
